id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
505,javier.ruiz84@logisticatech.com,Javier,Ruiz,España,Bilbao,Logística,620,74362213,CEO,C-Level / VP,demo,New Business,Outbound,21678,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
506,jimena.rodriguez73@retailcorp.com.ar,Jimena,Rodríguez,Colombia,Bogotá,Retail,2848,911160003,HR Analyst,IC,lost,New Business,Outbound,17634,2025-07-16,Facebook,facebook_paid_prospecting,lead,bad timing,true,1,35
507,jimena.herrera48@saludsa.com.ar,Jimena,Herrera,Perú,Piura,Salud,886,105508533,VP of People,C-Level / VP,prequalified,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
508,rodrigo.rodriguez9@manufacturasrl.com,Rodrigo,Rodríguez,Perú,Piura,Manufactura,61,12690394,Workforce Planning Analyst,Technical,pilot,New Business,Partnerships,5989,2024-07-28,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,3,42
509,martin.cabrera32@logisticagroup.cl,Martín,Cabrera,Argentina,Tucumán,Logística,456,25749905,HR Assistant,IC,final negotiation,New Business,Outbound,10899,2026-05-24,Facebook,facebook_paid_lookalike,opportunity,open deal,true,8,3
510,paola.fernandez58@finanzassolutions.cl,Paola,Fernández,Perú,Trujillo,Finanzas,46,1659434,Talent Acquisition Specialist,IC,prequalified,New Business,Outbound,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
511,monica.martinez96@retailcorp.mx,Monica,Martínez,Colombia,Bogotá,Retail,9300,430833024,HR Assistant,IC,demo,New Business,Outbound,22999,,Google,google_paid_search,sales qualified lead,open deal,false,0,
512,eduardo.morales40@logisticasolutions.com.ar,Eduardo,Morales,México,Puebla,Logística,319,20801514,CHRO,C-Level / VP,final negotiation,New Business,Partnerships,33936,2024-03-20,Google,google_paid_display,opportunity,open deal,true,1,13
513,patricia.vargas4@outlook.com,Patricia,Vargas,Argentina,Mendoza,Logística,777,131966373,People Operations Coordinator,IC,demo,New Business,Enterprise,14362,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,false,0,
514,pablo.medina57@alimentacioncorp.com,Pablo,Medina,Argentina,Rosario,Alimentación,5500,883361942,Workforce Manager,Manager,approaching,New Business,Outbound,,,Google,google_paid_display,lead,new,true,1,22
515,ricardo.fernandez1@logisticasolutions.co,Ricardo,Fernández,Chile,Santiago,Logística,631,174944650,Talent Acquisition Specialist,IC,lost,New Business,Enterprise,18112,2026-09-28,Google,google_paid_performance_max,lead,unqualified,true,4,42
516,hernan.romero81@logisticatech.mx,Hernán,Romero,Brasil,São Paulo,Logística,6372,399434545,HR Coordinator,IC,discovery,New Business,Outbound,,,Facebook,facebook_paid_retargeting,marketing qualified lead,in progress,true,4,31
517,pablo.diaz20@educacionsrl.cl,Pablo,Díaz,Perú,Piura,Educación,110,7349930,People Manager,Manager,decision maker engaged,New Business,Inbound,5106,2024-01-09,Organic,organic_seo,sales qualified lead,open deal,false,0,
518,elena.herrera88@finanzasinc.mx,Elena,Herrera,Colombia,Bogotá,Finanzas,130,6353744,Recruiter,IC,champion engaged,New Business,Outbound,6029,,Google,google_paid_performance_max,sales qualified lead,open deal,true,5,36
519,andrea.hernandez76@gmail.com,Andrea,Hernández,Argentina,Tucumán,Finanzas,182,13353083,HR Technology Consultant,Technical,discovery,New Business,Inbound,,,Facebook,facebook_paid_retargeting,marketing qualified lead,open,false,0,
520,lucia.reyes37@telecomunicacionessa.com,Lucía,Reyes,Chile,Santiago,Telecomunicaciones,584,57005660,VP of Operations,C-Level / VP,decision maker engaged,New Business,Enterprise,29240,2026-04-14,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,7,24
521,patricia.sanchez4@gmail.com,Patricia,Sánchez,España,Barcelona,Retail,245,65539109,COO,C-Level / VP,pilot,New Business,Partnerships,19292,2026-03-05,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,8,12
522,martin.flores14@saludgroup.com.ar,Martín,Flores,Chile,Concepción,Salud,918,108430048,HR Coordinator,IC,prequalified,New Business,Enterprise,,,Instagram,instagram_paid_reels,marketing qualified lead,open,false,0,
523,eduardo.herrera10@logisticasa.com,Eduardo,Herrera,Perú,Trujillo,Logística,3832,276767618,Recruiter,IC,approaching,New Business,Outbound,,,Google,google_paid_display,lead,open,false,0,
524,ana.suarez9@saludcorp.co,Ana,Suárez,Perú,Trujillo,Salud,664,180433202,VP of Human Resources,C-Level / VP,champion engaged,New Business,Outbound,26960,,Organic,organic_seo,sales qualified lead,open deal,true,4,17
525,veronica.reyes90@finanzastech.com.ar,Verónica,Reyes,España,Barcelona,Finanzas,6414,753299639,Co-Founder,C-Level / VP,discovery,New Business,Outbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
526,camila.ruiz54@logisticasolutions.cl,Camila,Ruiz,Brasil,Curitiba,Logística,138,13816233,HR Coordinator,IC,lead,New Business,Inbound,,,Facebook,facebook_paid_retargeting,lead,new,false,0,
527,javier.vega77@outlook.com,Javier,Vega,Colombia,Barranquilla,Retail,60,10747929,CHRO,C-Level / VP,champion engaged,New Business,Inbound,12155,,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,5,13
528,maria.vargas40@manufacturatech.com,María,Vargas,Chile,Santiago,Manufactura,104,5194099,Payroll Analyst,IC,won,New Business,Inbound,10682,2025-06-19,Instagram,instagram_paid_stories,customer,open deal,true,4,36
529,valentina.cruz96@manufacturagroup.mx,Valentina,Cruz,México,Ciudad de México,Manufactura,81,3136236,People Operations Coordinator,IC,won,New Business,Inbound,8826,2025-12-19,Instagram,instagram_paid_feed,customer,open deal,true,3,16
530,valentina.diaz6@saludsa.co,Valentina,Díaz,Argentina,Buenos Aires,Salud,596,134856405,Employee Experience Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,true,3,7
531,valeria.jimenez65@saludinc.cl,Valeria,Jiménez,Argentina,Tucumán,Salud,105,7594470,Operations Manager,Manager,discovery,New Business,Outbound,,,Instagram,instagram_paid_feed,marketing qualified lead,in progress,true,1,29
532,rafael.munoz86@alimentaciongroup.com.ar,Rafael,Muñoz,Brasil,São Paulo,Alimentación,955,59418671,Benefits Coordinator,IC,won,New Business,Enterprise,15312,2024-10-07,Organic,organic_seo,customer,open deal,true,4,35
533,carolina.cabrera51@educaciongroup.cl,Carolina,Cabrera,Argentina,Rosario,Educación,27,2621561,Operations Manager,Manager,approaching,New Business,Partnerships,,,Instagram,instagram_paid_reels,lead,open,false,0,
534,javier.rodriguez74@outlook.com,Javier,Rodríguez,Argentina,Córdoba,Manufactura,30,2956191,HR Manager,Manager,prequalified,New Business,Outbound,,,Instagram,instagram_paid_reels,marketing qualified lead,in progress,true,2,2
535,andrea.sanchez65@telecomunicacionessolutions.mx,Andrea,Sánchez,Colombia,Cartagena,Telecomunicaciones,22,4875114,Organizational Development Specialist,Technical,lead,New Business,Partnerships,,,Instagram,instagram_paid_reels,lead,open,false,0,
536,isabella.munoz24@logisticagroup.co,Isabella,Muñoz,España,Valencia,Logística,25,4164996,Operations Manager,Manager,lost,New Business,Outbound,5806,2026-08-08,Event,event_webinar,lead,unqualified,true,3,32
537,jorge.vargas92@educacioninc.co,Jorge,Vargas,Perú,Trujillo,Educación,971,179550819,Workforce Planning Analyst,Technical,prequalified,New Business,Enterprise,,,Organic,organic_seo,marketing qualified lead,in progress,false,0,
538,veronica.gutierrez92@outlook.com,Verónica,Gutiérrez,Brasil,Rio de Janeiro,Logística,351,72727129,People Manager,Manager,lost,New Business,Partnerships,11785,2025-10-30,Event,event_conference,lead,bad timing,true,4,1
539,carolina.cabrera50@retailsa.co,Carolina,Cabrera,México,Guadalajara,Retail,5754,590622914,HR Assistant,IC,approaching,New Business,Enterprise,,,Instagram,instagram_paid_stories,lead,new,false,0,
540,hernan.hernandez32@gmail.com,Hernán,Hernández,España,Valencia,Telecomunicaciones,6531,918677208,Payroll Manager,Manager,approaching,New Business,Outbound,,,Event,event_conference,lead,open,false,0,
541,luis.flores47@outlook.com,Luis,Flores,Chile,Antofagasta,Construcción,261,33623337,Employee Experience Manager,Manager,approaching,New Business,Partnerships,,,Event,event_conference,lead,open,false,0,
542,miguel.fernandez75@telecomunicacionessolutions.com,Miguel,Fernández,Brasil,Rio de Janeiro,Telecomunicaciones,1966,616423770,Talent Acquisition Specialist,IC,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,true,1,4
543,vanessa.vargas66@telecomunicacionessrl.cl,Vanessa,Vargas,Brasil,São Paulo,Telecomunicaciones,338,29744216,HRIS Specialist,Technical,lost,New Business,Inbound,8509,2025-10-22,Organic,organic_seo,lead,unqualified,true,5,33
544,isabella.gutierrez83@construccioncorp.co,Isabella,Gutiérrez,Brasil,Curitiba,Construcción,479,43835469,Chief People Officer,C-Level / VP,approaching,New Business,Inbound,,,LinkedIn,linkedin_paid_retargeting,lead,new,false,0,
545,isabella.garcia60@telecomunicacionesgroup.com,Isabella,García,Perú,Chiclayo,Telecomunicaciones,214,53068219,CFO,C-Level / VP,lost,New Business,Inbound,14196,2026-08-03,Facebook,facebook_paid_lookalike,lead,bad timing,true,1,29
546,nicolas.romero18@gmail.com,Nicolás,Romero,Colombia,Cali,Tecnología,8535,659661753,Recruiter,IC,final negotiation,New Business,Outbound,10272,2025-11-14,Facebook,facebook_paid_lookalike,opportunity,open deal,true,7,42
547,diego.flores35@outlook.com,Diego,Flores,México,Ciudad de México,Finanzas,1147,196584497,Benefits Coordinator,IC,demo,New Business,Enterprise,12850,,Google,google_paid_display,sales qualified lead,open deal,true,4,19
548,florencia.gutierrez4@construccionsolutions.mx,Florencia,Gutiérrez,Brasil,Porto Alegre,Construcción,6390,727945659,People Operations Manager,Manager,champion engaged,New Business,Enterprise,22386,,Instagram,instagram_paid_reels,sales qualified lead,open deal,true,3,24
549,ana.herrera15@gmail.com,Ana,Herrera,España,Sevilla,Manufactura,44,3393620,Benefits Coordinator,IC,demo,New Business,Outbound,7187,,Event,event_webinar,sales qualified lead,open deal,false,0,
550,valeria.rivera51@manufacturasolutions.co,Valeria,Rivera,Brasil,São Paulo,Manufactura,129,7022004,Workforce Planning Analyst,Technical,decision maker engaged,New Business,Inbound,8320,2024-03-16,Organic,organic_seo,sales qualified lead,open deal,false,0,
551,camila.rodriguez19@tecnologiagroup.cl,Camila,Rodríguez,México,Monterrey,Tecnología,413,22159815,HR Director,Manager,lost,New Business,Inbound,8866,2025-05-02,Google,google_paid_search,lead,unqualified,true,7,23
552,camila.chavez37@construccioninc.com.ar,Camila,Chávez,Brasil,Rio de Janeiro,Construcción,931,146744576,HR Analyst,IC,won,New Business,Outbound,5742,2026-03-09,Instagram,instagram_paid_reels,customer,open deal,false,0,
553,eduardo.sanchez45@outlook.com,Eduardo,Sánchez,México,Ciudad de México,Finanzas,971,155085586,CTO,C-Level / VP,approaching,New Business,Enterprise,,,Instagram,instagram_paid_reels,lead,new,false,0,
554,alejandro.medina84@gmail.com,Alejandro,Medina,Argentina,Rosario,Tecnología,20,1814406,People Manager,Manager,won,New Business,Outbound,5931,2025-08-05,LinkedIn,linkedin_paid_retargeting,customer,open deal,true,8,5
555,javier.torres61@telecomunicacionessa.cl,Javier,Torres,Argentina,Córdoba,Telecomunicaciones,2610,377367830,HR Coordinator,IC,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,false,0,
556,andres.rivera40@telecomunicacionesinc.com,Andrés,Rivera,Chile,Antofagasta,Telecomunicaciones,1053,155450694,Recruiter,IC,prequalified,New Business,Enterprise,,,Google,google_paid_performance_max,marketing qualified lead,in progress,false,0,
557,agustin.aguilar51@alimentacioncorp.co,Agustín,Aguilar,España,Bilbao,Alimentación,212,58273035,HR Generalist,IC,discovery,New Business,Inbound,,,Facebook,facebook_paid_retargeting,marketing qualified lead,open,false,0,
558,florencia.fernandez10@gmail.com,Florencia,Fernández,Argentina,Mendoza,Construcción,8383,363406599,HR Consultant,Technical,pilot,New Business,Outbound,20723,2025-02-24,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,7,23
559,florencia.suarez66@educacioncorp.com,Florencia,Suárez,Perú,Piura,Educación,217,22628596,HR Generalist,IC,decision maker engaged,New Business,Inbound,4046,2026-12-07,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,6,19
560,lucia.garcia27@gmail.com,Lucía,García,España,Barcelona,Finanzas,95,16660139,CEO,C-Level / VP,approaching,New Business,Inbound,,,Organic,organic_seo,lead,new,false,0,
561,gabriela.gomez70@tecnologiainc.com.ar,Gabriela,Gómez,México,Guadalajara,Tecnología,458,70850279,People Manager,Manager,lead,New Business,Outbound,,,Instagram,instagram_paid_feed,lead,new,false,0,
562,camila.ortiz24@outlook.com,Camila,Ortiz,Argentina,Rosario,Finanzas,108,10199003,VP of People,C-Level / VP,demo,New Business,Inbound,35059,,Referral,referral_organic,sales qualified lead,open deal,false,0,
563,daniela.ruiz67@outlook.com,Daniela,Ruiz,Chile,Valparaíso,Alimentación,137,19622880,VP of People,C-Level / VP,prequalified,New Business,Partnerships,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,false,0,
564,paola.martinez91@educacionsrl.cl,Paola,Martínez,España,Madrid,Educación,805,50202620,Benefits Coordinator,IC,won,Upsell,Enterprise,27231,2024-04-30,Facebook,facebook_paid_lookalike,customer,open deal,true,5,1
565,andres.hernandez43@retailcorp.com.ar,Andrés,Hernández,Colombia,Cali,Retail,739,102652935,Talent Acquisition Manager,Manager,won,New Business,Outbound,31929,2025-04-11,Instagram,instagram_paid_reels,customer,open deal,true,4,39
566,luis.romero53@saludsolutions.com,Luis,Romero,México,Ciudad de México,Salud,116,19215580,Benefits Coordinator,IC,final negotiation,New Business,Outbound,11481,2025-06-29,Instagram,instagram_paid_stories,opportunity,open deal,false,0,
567,ricardo.jimenez39@alimentacionsolutions.com.ar,Ricardo,Jiménez,Perú,Trujillo,Alimentación,164,17163466,People Operations Coordinator,IC,champion engaged,New Business,Partnerships,9815,,Google,google_paid_performance_max,sales qualified lead,open deal,false,0,
568,laura.hernandez63@gmail.com,Laura,Hernández,Chile,Santiago,Telecomunicaciones,9865,319998342,HR Coordinator,IC,pilot,New Business,Outbound,23391,2025-10-11,Facebook,facebook_paid_lookalike,opportunity,open deal,true,4,1
569,isabella.vargas74@telecomunicacionessrl.co,Isabella,Vargas,México,Puebla,Telecomunicaciones,32,3197290,Compensation & Benefits Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,true,2,18
570,miguel.perez39@retailsrl.mx,Miguel,Pérez,Argentina,Mendoza,Retail,461,26429752,Employee Experience Manager,Manager,prequalified,New Business,Outbound,,,Event,event_conference,marketing qualified lead,open,false,0,
571,roberto.chavez39@gmail.com,Roberto,Chávez,México,Monterrey,Retail,33,1353866,People Operations Manager,Manager,final negotiation,New Business,Inbound,11339,2024-11-30,Instagram,instagram_paid_reels,opportunity,open deal,true,6,5
572,ana.chavez14@construccionsolutions.co,Ana,Chávez,Argentina,Tucumán,Construcción,456,64679042,Chief People Officer,C-Level / VP,pilot,New Business,Partnerships,39925,2026-10-24,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,4,17
573,alejandro.flores85@telecomunicacionescorp.mx,Alejandro,Flores,Chile,Santiago,Telecomunicaciones,801,59176429,Talent Acquisition Specialist,IC,champion engaged,New Business,Enterprise,15788,,Instagram,instagram_paid_reels,sales qualified lead,open deal,true,1,30
574,alejandro.perez60@manufacturagroup.mx,Alejandro,Pérez,Chile,Antofagasta,Manufactura,901,152399582,HR Coordinator,IC,pilot,New Business,Outbound,14635,2026-07-07,Google,google_paid_display,opportunity,open deal,true,5,22
575,diego.rojas54@gmail.com,Diego,Rojas,España,Bilbao,Construcción,61,8584433,Training Manager,Manager,decision maker engaged,New Business,Outbound,6710,2024-06-25,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,7,23
576,paola.fernandez63@gmail.com,Paola,Fernández,Perú,Trujillo,Salud,603,80662417,HR Assistant,IC,decision maker engaged,New Business,Enterprise,24104,2024-01-24,Google,google_paid_search,sales qualified lead,open deal,true,3,3
577,luis.gutierrez15@construccionsa.com,Luis,Gutiérrez,España,Barcelona,Construcción,448,32470408,Talent Acquisition Manager,Manager,discovery,New Business,Inbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,true,4,28
578,rafael.lopez23@tecnologiagroup.cl,Rafael,López,Colombia,Barranquilla,Tecnología,73,5117313,Employee Experience Manager,Manager,decision maker engaged,New Business,Outbound,9645,2026-08-08,Instagram,instagram_paid_reels,sales qualified lead,open deal,true,1,21
579,elena.fernandez12@gmail.com,Elena,Fernández,Perú,Piura,Finanzas,90,3661221,VP of People,C-Level / VP,discovery,New Business,Inbound,,,Google,google_paid_performance_max,marketing qualified lead,in progress,true,4,7
580,elena.herrera95@gmail.com,Elena,Herrera,Colombia,Cali,Finanzas,903,155723592,HR Analyst,IC,lost,New Business,Outbound,26110,2024-07-02,Facebook,facebook_paid_prospecting,lead,unqualified,true,2,25
581,monica.vargas96@manufacturagroup.com,Monica,Vargas,Perú,Trujillo,Manufactura,41,4648954,Employee Experience Manager,Manager,discovery,New Business,Inbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,true,2,1
582,nicolas.cruz16@saludinc.cl,Nicolás,Cruz,Perú,Piura,Salud,890,132009695,Payroll Analyst,IC,approaching,New Business,Outbound,,,Instagram,instagram_paid_feed,lead,open,false,0,
583,sofia.vega44@construccioninc.com.ar,Sofía,Vega,España,Madrid,Construcción,123,13444155,HR Analyst,IC,discovery,New Business,Partnerships,,,Facebook,facebook_paid_prospecting,marketing qualified lead,in progress,false,0,
584,valeria.aguilar32@gmail.com,Valeria,Aguilar,Perú,Arequipa,Manufactura,366,13928535,People Operations Coordinator,IC,lost,New Business,Partnerships,11356,2025-08-19,Referral,referral_organic,lead,unqualified,true,7,25
585,andres.ruiz40@saludinc.com,Andrés,Ruiz,Brasil,Curitiba,Salud,89,5209973,HR Analyst,IC,lead,New Business,Inbound,,,Instagram,instagram_paid_feed,lead,open,false,0,
586,andrea.gonzalez76@logisticacorp.cl,Andrea,González,Argentina,Mendoza,Logística,181,14435928,People Operations Manager,Manager,prequalified,New Business,Inbound,,,Organic,organic_seo,marketing qualified lead,open,false,0,
587,sergio.lopez42@logisticagroup.com,Sergio,López,Chile,Valparaíso,Logística,44,4779743,Compensation & Benefits Manager,Manager,decision maker engaged,New Business,Inbound,7288,2025-11-13,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,false,0,
588,valentina.chavez91@outlook.com,Valentina,Chávez,Colombia,Cali,Telecomunicaciones,18,3173552,Payroll Analyst,IC,won,New Business,Partnerships,11986,2025-05-10,Facebook,facebook_paid_prospecting,customer,open deal,true,1,36
589,rodrigo.diaz12@outlook.com,Rodrigo,Díaz,Chile,Antofagasta,Logística,7881,953923594,Operations Manager,Manager,demo,New Business,Enterprise,25318,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,5,5
590,roberto.munoz85@retailsolutions.cl,Roberto,Muñoz,Brasil,São Paulo,Retail,147,13095539,People Analytics Specialist,Technical,pilot,New Business,Inbound,7364,2024-10-31,Instagram,instagram_paid_stories,opportunity,open deal,true,8,3
591,santiago.romero32@telecomunicacionesinc.co,Santiago,Romero,Perú,Chiclayo,Telecomunicaciones,26,1564868,HR Coordinator,IC,prequalified,New Business,Inbound,,,Instagram,instagram_paid_feed,marketing qualified lead,open,false,0,
592,paola.herrera29@outlook.com,Paola,Herrera,México,Tijuana,Finanzas,420,25988833,People Operations Coordinator,IC,won,New Business,Partnerships,13882,2025-04-23,Instagram,instagram_paid_feed,customer,open deal,true,1,23
593,roberto.fernandez36@alimentacionsrl.com.ar,Roberto,Fernández,Colombia,Bogotá,Alimentación,3824,201903528,People Operations Manager,Manager,prequalified,New Business,Enterprise,,,Google,google_paid_display,marketing qualified lead,in progress,true,3,20
594,luis.herrera78@outlook.com,Luis,Herrera,Colombia,Cartagena,Manufactura,26,1269654,Director General,C-Level / VP,approaching,New Business,Partnerships,,,Google,google_paid_search,lead,new,false,0,
595,javier.castro59@manufacturatech.cl,Javier,Castro,Colombia,Cali,Manufactura,38,4734325,Chief People Officer,C-Level / VP,prequalified,New Business,Outbound,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,false,0,
596,eduardo.gonzalez73@gmail.com,Eduardo,González,Chile,Antofagasta,Alimentación,43,2934884,People Operations Coordinator,IC,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
597,santiago.reyes44@educaciongroup.co,Santiago,Reyes,Chile,Santiago,Educación,1657,947629661,Payroll Analyst,IC,demo,New Business,Outbound,16246,,Google,google_paid_performance_max,sales qualified lead,open deal,false,0,
598,valeria.ruiz20@alimentacioncorp.co,Valeria,Ruiz,España,Valencia,Alimentación,7040,226872490,Talent Acquisition Specialist,IC,champion engaged,New Business,Outbound,23713,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,true,1,31
599,matias.morales15@logisticasa.co,Matías,Morales,Argentina,Mendoza,Logística,112,18900633,Organizational Development Specialist,Technical,lead,New Business,Partnerships,,,Google,google_paid_display,lead,open,false,0,
600,veronica.rojas1@telecomunicacionesinc.cl,Verónica,Rojas,México,Guadalajara,Telecomunicaciones,110,5680922,Recruiter,IC,approaching,New Business,Outbound,,,Google,google_paid_performance_max,lead,new,false,0,
601,eduardo.gonzalez37@alimentacionsa.com,Eduardo,González,Chile,Santiago,Alimentación,986,145183920,Talent Acquisition Specialist,IC,won,New Business,Outbound,10078,2026-08-14,Google,google_paid_display,customer,open deal,true,7,36
602,martin.vargas23@outlook.com,Martín,Vargas,Colombia,Cali,Logística,225,45434640,VP of Human Resources,C-Level / VP,approaching,New Business,Outbound,,,Facebook,facebook_paid_prospecting,lead,new,false,0,
603,fernando.hernandez32@manufacturasrl.com,Fernando,Hernández,Chile,La Serena,Manufactura,758,144909691,HR Generalist,IC,final negotiation,New Business,Outbound,25998,2024-05-11,Google,google_paid_display,opportunity,open deal,true,8,44
604,luis.navarro3@gmail.com,Luis,Navarro,Argentina,Rosario,Retail,48,1140462,CFO,C-Level / VP,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,in progress,false,0,
605,martin.flores98@saludcorp.com,Martín,Flores,Perú,Lima,Salud,5797,492656650,People Operations Coordinator,IC,approaching,New Business,Enterprise,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
606,patricia.ramirez44@manufacturainc.mx,Patricia,Ramírez,España,Sevilla,Manufactura,26,3533156,VP of Human Resources,C-Level / VP,demo,New Business,Partnerships,7909,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
607,miguel.martinez39@telecomunicacionescorp.mx,Miguel,Martínez,México,Guadalajara,Telecomunicaciones,33,1933971,CFO,C-Level / VP,final negotiation,New Business,Outbound,44720,2025-03-20,LinkedIn,linkedin_paid_retargeting,opportunity,open deal,true,6,14
608,diego.vargas15@gmail.com,Diego,Vargas,Argentina,Buenos Aires,Logística,923,158844111,VP of Human Resources,C-Level / VP,lost,New Business,Enterprise,75492,2025-01-07,LinkedIn,linkedin_paid_retargeting,lead,unqualified,true,7,35
609,laura.ramirez72@saludsrl.com,Laura,Ramírez,Colombia,Barranquilla,Salud,497,42921180,Payroll Manager,Manager,lost,New Business,Outbound,9194,2025-04-10,Event,event_conference,lead,unqualified,true,3,23
610,daniela.reyes74@telecomunicacionesinc.com,Daniela,Reyes,Argentina,Mendoza,Telecomunicaciones,546,108735152,Payroll Manager,Manager,champion engaged,New Business,Enterprise,7902,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,6,2
611,jimena.rodriguez25@educacionsrl.com.ar,Jimena,Rodríguez,Perú,Lima,Educación,5464,831479646,HR Analyst,IC,demo,New Business,Enterprise,11754,,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,false,0,
612,sergio.gomez16@educacioninc.cl,Sergio,Gómez,Colombia,Medellín,Educación,77,7399954,HR Director,Manager,pilot,New Business,Inbound,8918,2025-11-01,Instagram,instagram_paid_feed,opportunity,open deal,true,4,21
613,javier.munoz80@outlook.com,Javier,Muñoz,Chile,Antofagasta,Salud,3006,402077919,Payroll Analyst,IC,lost,New Business,Outbound,33072,2026-01-15,Google,google_paid_performance_max,lead,bad timing,true,6,20
614,eduardo.cabrera85@saludsa.co,Eduardo,Cabrera,España,Barcelona,Salud,234,63887362,Benefits Coordinator,IC,won,New Business,Partnerships,6628,2025-11-24,Facebook,facebook_paid_retargeting,customer,open deal,true,8,38
615,hernan.ramos96@retailgroup.com.ar,Hernán,Ramos,Chile,Valparaíso,Retail,71,8102212,HR Generalist,IC,lead,New Business,Partnerships,,,Instagram,instagram_paid_reels,lead,new,false,0,
616,hernan.alvarez60@finanzassolutions.mx,Hernán,Álvarez,Brasil,Rio de Janeiro,Finanzas,639,151326602,Recruiter,IC,decision maker engaged,New Business,Outbound,13835,2026-06-11,Instagram,instagram_paid_stories,sales qualified lead,open deal,true,3,29
617,camila.cruz43@construccioninc.com,Camila,Cruz,Perú,Lima,Construcción,78,12287864,Benefits Coordinator,IC,prequalified,New Business,Outbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,in progress,false,0,
618,carlos.cruz14@outlook.com,Carlos,Cruz,España,Madrid,Alimentación,29,3158636,HR Director,Manager,won,New Business,Partnerships,12252,2024-04-30,Instagram,instagram_paid_stories,customer,open deal,true,6,37
619,vanessa.lopez1@outlook.com,Vanessa,López,Brasil,Belo Horizonte,Alimentación,7518,846624073,COO,C-Level / VP,demo,New Business,Outbound,60812,,Event,event_demo_day,sales qualified lead,open deal,false,0,
620,eduardo.jimenez85@logisticacorp.co,Eduardo,Jiménez,Chile,Santiago,Logística,117,13417307,People Operations Manager,Manager,demo,New Business,Partnerships,6038,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
621,agustin.hernandez20@gmail.com,Agustín,Hernández,México,Puebla,Construcción,339,39762543,Organizational Development Specialist,Technical,pilot,New Business,Inbound,10464,2025-12-07,LinkedIn,linkedin_paid_awareness,opportunity,open deal,false,0,
622,isabella.castro54@retailsrl.co,Isabella,Castro,México,Guadalajara,Retail,30,3853432,Employee Experience Manager,Manager,prequalified,New Business,Inbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
623,sofia.herrera90@telecomunicacionestech.mx,Sofía,Herrera,España,Valencia,Telecomunicaciones,24,2876867,HR Coordinator,IC,decision maker engaged,New Business,Outbound,7288,2026-11-07,Organic,organic_seo,sales qualified lead,open deal,true,6,20
624,lucia.gutierrez27@construcciongroup.cl,Lucía,Gutiérrez,México,Monterrey,Construcción,48,762361,People Manager,Manager,champion engaged,New Business,Partnerships,6211,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
625,alejandro.vega58@outlook.com,Alejandro,Vega,Colombia,Cali,Telecomunicaciones,27,4533358,Payroll Manager,Manager,demo,New Business,Partnerships,4252,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,3,42
626,eduardo.flores20@gmail.com,Eduardo,Flores,Perú,Piura,Educación,506,58787536,Benefits Coordinator,IC,demo,New Business,Enterprise,8178,,Instagram,instagram_paid_reels,sales qualified lead,open deal,false,0,
